fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,current_p4p,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Antonio Silva,1979-09-14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,16,4,16,11,3,3 KO 0 Sub 0 Dec,7,7 KO 0 Sub 0 Dec,-3,2,2,2.2,2498,3091,2906,2012-05-26,L - Cain Velasquez,2016-09-24,L - Roy Nelson,NA,NA
Sanae Kikuta,1971-09-10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,middleweight,16,16,16,16,1,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,3,2288,2262,2484,2000-04-14,W - Eugene Jackson,2000-04-14,W - Eugene Jackson,NA,NA
Nate Mohr,1983-03-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 2 Sub 0 Dec,-2,1,0,8,2364,2502,2512,2007-04-05,L - Kurt Pellegrino,2009-01-17,L - Dennis Siver,NA,NA
Ivan Serati,1974-10-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Italy,male,light heavyweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,9,2385,2330,2440,2009-01-17,L - Tomasz Drwal,2009-01-17,L - Tomasz Drwal,NA,NA
Antonio Mendes,1981-04-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,0,6.5,2169,2611,2608,2008-05-24,L - Thiago Silva,2009-01-17,L - Eric Schafer,NA,NA
Alexandre Barros,1976-11-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,7,2451,2331,2708,2009-01-17,L - Martin Kampmann,2009-01-17,L - Martin Kampmann,NA,NA
Tom Egan,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ireland,male,welterweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,6,2138,2181,2596,2009-01-17,L - John Hathaway,2009-01-17,L - John Hathaway,NA,NA
Vernon White,1971-12-03,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,United States,male,"light heavyweight, heavyweight",16,16,16,16,2,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,0,0,3.5,2197,2459,2640,2003-06-06,D - Ian Freeman,2004-08-21,L - Chuck Liddell,NA,NA
Ron Waterman,1965-11-23,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,16,16,4,2,1 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,1,0,5.5,2478,2344,2262,1999-05-07,W - Chris Condo,2000-04-14,W - Satoshi Honma,NA,NA
Paul Varelans,1969-09-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,16,16,8,4,1 KO 2 Sub 1 Dec,4,3 KO 1 Sub 0 Dec,-1,2,0,4.6,2327,2327,2184,1995-07-14,W - Cal Worsham,1996-12-07,L - Kimo Leopoldo,NA,NA
Mike Van Arsdale,1965-06-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,4,2,0 KO 1 Sub 1 Dec,2,0 KO 2 Sub 0 Dec,-2,2,0,4.8,2471,2544,2630,1998-05-15,W - Joe Pardo,2006-02-04,L - Renato Sobral,NA,NA
Victor Valimaki,1981-12-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,light heavyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,7.5,2279,2546,2478,2006-12-13,L - David Heath,2007-04-21,L - Alessio Sakara,NA,NA
Din Thomas,1976-09-28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,9,5,0 KO 2 Sub 3 Dec,4,1 KO 1 Sub 2 Dec,-2,4,1,5.1,2479,2795,2502,2001-06-29,L - BJ Penn,2008-04-02,L - Josh Neer,NA,NA
Tra Telligman,1965-02-07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,5,1,0 KO 1 Sub 0 Dec,4,4 KO 0 Sub 0 Dec,-3,1,0,5,2380,2490,2568,1997-02-07,L - Vitor Belfort,2005-08-20,L - Tim Sylvia,NA,NA
Evan Tanner,1971-02-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,-1,16,17,11,5 KO 4 Sub 2 Dec,6,5 KO 0 Sub 1 Dec,-2,4,0,3.9,2577,2802,2514,1999-01-08,W - Darrel Gholar,2008-06-21,L - Kendall Grove,NA,NA
Oleg Taktarov,1967-08-26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Russia,male,openweight,16,16,-1,16,9,6,0 KO 5 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,-1,3,0,4.1,2511,2543,2312,1995-04-07,W - Ernie Verdicia,1995-12-16,L - Dan Severn,NA,NA
Amar Suloev,1976-07-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Armenia,male,"middleweight, light heavyweight",16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,4,2717,2568,2541,2002-01-11,L - Chuck Liddell,2002-05-10,L - Phil Baroni,NA,NA
Genki Sudo,1978-03-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,lightweight,16,16,16,16,3,2,0 KO 2 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,6,2655,2561,2468,2002-07-13,W - Leigh Remedios,2004-04-02,W - Mike Brown,NA,NA
Curtis Stout,1973-11-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,0,7,2120,2307,2268,2001-02-23,L - Phil Baroni,2004-06-19,L - Trevor Prangley,NA,NA
Kalib Starnes,1975-01-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,16,16,16,5,2,0 KO 1 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,-2,1,1,5,2339,2487,2547,2006-06-24,W - Danny Abbadi,2008-04-19,L - Nate Quarry,NA,NA
Thomas Speer,1984-08-20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,welterweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,0,7,2583,2613,2460,2007-12-08,L - Mac Danzig,2008-04-02,L - Anthony Johnson,NA,NA
Joe Son,1970-11-20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,-1,0,5,1957,2128,2300,1994-12-16,L - Keith Hackney,1994-12-16,L - Keith Hackney,NA,NA
Maurice Smith,1961-12-13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,United States,male,heavyweight,16,16,-1,16,7,4,1 KO 1 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,-1,2,0,1.7,2267,2427,2536,1997-07-27,W - Mark Coleman,2000-11-17,L - Renato Sobral,NA,NA
Patrick Smith,1963-08-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,16,16,6,4,1 KO 3 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,1,3,0,4.7,2371,2466,2167,1993-11-12,L - Ken Shamrock,1995-07-14,W - Rudyard Moncayo,NA,NA
Elvis Sinosic,1971-02-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,light heavyweight,16,16,16,16,7,1,0 KO 1 Sub 0 Dec,6,4 KO 0 Sub 2 Dec,-6,1,1,4,2100,2324,2571,2001-02-23,W - Jeremy Horn,2007-04-21,L - Michael Bisping,NA,NA
Rory Singer,1976-05-28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,4,2,0 KO 1 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,-2,2,1,5.8,2390,2533,2458,2006-06-24,W - Ross Pointon,2007-06-16,L - Jason MacDonald,NA,NA
Wes Sims,1979-10-12,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 0 Dec,-3,-1,0,4.7,2324,2374,2507,2003-06-06,L - Frank Mir,2004-04-02,L - Mike Kyle,NA,NA
Assuerio Silva,1974-06-18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-3,-1,0,3.3,2239,2548,2650,2006-01-16,L - Tim Sylvia,2007-04-21,L - Cheick Kongo,NA,NA
Ken Shamrock,1964-02-11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,United States,male,light heavyweight,16,16,-1,16,15,7,1 KO 6 Sub 0 Dec,6,4 KO 1 Sub 1 Dec,-3,2,0,2,1997,2663,2495,1993-11-12,W - Patrick Smith,2006-10-10,L - Tito Ortiz,NA,NA
Dan Severn,1958-06-08,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,United States,male,"heavyweight, openweight",16,16,-1,16,13,9,1 KO 5 Sub 3 Dec,4,0 KO 4 Sub 0 Dec,-2,4,0,3.2,2353,2719,2374,1994-12-16,W - Anthony Macias,2000-09-22,L - Pedro Rizzo,NA,NA
Andrey Semenov,1977-06-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,16,16,16,2,1,1 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,1,0,5.5,2578,2652,2483,2002-01-11,W - Ricardo Almeida,2002-05-10,L - Ivan Salaverry,NA,NA
Semmy Schilt,1973-10-27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Netherlands,male,heavyweight,16,16,16,16,2,1,1 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,-1,1,0,4,2647,2537,2630,2001-05-04,W - Pete Williams,2001-06-29,L - Josh Barnett,NA,NA
Sean Salmon,1977-09-11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,0,4,1842,2491,2702,2007-01-25,L - Rashad Evans,2007-05-26,L - Alan Belcher,NA,NA
Ivan Salaverry,1971-01-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,middleweight,16,16,16,16,7,3,1 KO 2 Sub 0 Dec,4,1 KO 1 Sub 2 Dec,-3,2,0,5,2308,2699,2536,2002-05-10,W - Andrey Semenov,2008-05-24,L - Rousimar Palhares,NA,NA
Kazushi Sakuraba,1969-07-14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Japan,male,heavyweight,16,16,-1,16,2,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,3.5,2336,2300,2100,1997-12-21,NC - Marcus Silveira,1997-12-21,W - Marcus Silveira,NA,NA
Bas Rutten,1965-02-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Netherlands,male,heavyweight,16,16,-1,16,2,2,1 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,3.5,2405,2405,2558,1999-01-08,W - Tsuyoshi Kosaka,1999-05-07,W - Kevin Randleman,NA,NA
Gabe Ruediger,1977-08-29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,lightweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 1 Sub 0 Dec,-3,-1,0,6,2303,2453,2512,2006-09-23,L - Melvin Guillard,2011-02-05,L - Paul Taylor,NA,NA
Marco Ruas,1961-01-23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,"heavyweight, openweight",16,16,-1,16,6,4,1 KO 3 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,4,0,4,2226,2517,2300,1995-09-08,W - Larry Cureton,1999-07-16,L - Maurice Smith,NA,NA
Ricco Rodriguez,1977-08-19,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,-1,16,7,5,4 KO 1 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,5,0,3.1,2348,2902,2558,2001-06-29,W - Andrei Arlovski,2003-11-21,L - Pedro Rizzo,NA,NA
Pedro Rizzo,1974-05-03,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,16,16,16,14,9,6 KO 1 Sub 2 Dec,5,2 KO 0 Sub 3 Dec,2,4,0,3.3,2530,2870,2611,1998-10-16,W - Tank Abbott,2003-11-21,W - Ricco Rodriguez,NA,NA
Hector Ramirez,1976-03-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,1,5,2247,2312,2536,2006-11-18,L - James Irvin,2007-06-16,L - Forrest Griffin,NA,NA
Jordan Radev,1976-03-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Bulgaria,male,middleweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,6,2575,2388,2502,2007-06-12,L - Drew McFedries,2007-12-29,L - Dean Lister,NA,NA
Trevor Prangley,1972-08-24,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,South Africa,male,middleweight,16,16,16,16,4,2,0 KO 1 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-2,2,0,7,2589,2660,2521,2004-06-19,W - Curtis Stout,2006-04-06,L - Chael Sonnen,NA,NA
Seth Petruzelli,1979-12-03,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,4,0,0 KO 0 Sub 0 Dec,4,1 KO 2 Sub 1 Dec,-4,-1,1,6,2495,2424,2430,2006-10-10,L - Matt Hamill,2010-11-13,L - Karlos Vemola,NA,NA
Mike Patt,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,0,8,2277,2299,2591,2008-09-06,L - Tim Boetsch,2009-03-07,L - Brandon Vera,NA,NA
Soa Palelei,1977-07-12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Australia,male,heavyweight,16,16,14,16,7,4,4 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-1,3,0,4.9,2638,2807,2593,2007-12-29,L - Eddie Sanchez,2015-08-01,L - Antonio Silva,NA,NA
Alistair Overeem,1980-05-17,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Netherlands,male,heavyweight,16,16,1,16,20,12,9 KO 0 Sub 3 Dec,8,8 KO 0 Sub 0 Dec,-1,4,2,2.2,3028,3298,2975,2011-12-30,W - Brock Lesnar,2021-02-06,L - Alexander Volkov,NA,NA
KJ Noons,1982-12-07,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,"lightweight, welterweight",16,16,16,16,6,2,1 KO 0 Sub 1 Dec,3,0 KO 1 Sub 2 Dec,-2,2,1,5.5,2518,2737,2682,2013-05-25,L - Donald Cerrone,2016-02-06,L - Josh Burkman,NA,NA
Antonio Rogerio Nogueira,1976-06-02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,16,5,16,13,6,4 KO 0 Sub 2 Dec,7,3 KO 0 Sub 4 Dec,-2,2,0,3.2,2812,3003,2890,2009-11-21,W - Luiz Cane,2020-07-25,L - Mauricio Rua,NA,NA
Carlos Newton,1976-08-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Canada,male,welterweight,16,16,-1,16,7,3,0 KO 3 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,-1,1,0,4.1,2392,2639,2487,1998-05-15,W - Bob Gilstrap,2004-01-31,L - Renato Verissimo,NA,NA
Mario Neto,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,heavyweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,7,2469,2471,2557,2006-09-23,L - Eddie Sanchez,2006-09-23,L - Eddie Sanchez,NA,NA
Roy Nelson,1976-06-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,5,16,19,9,8 KO 0 Sub 1 Dec,10,1 KO 0 Sub 9 Dec,-1,3,6,2.4,2565,2948,2827,2009-12-05,W - Brendan Schaub,2017-04-15,L - Alexander Volkov,NA,NA
Dokonjonosuke Mishima,1972-04-19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,lightweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,-1,1,4,2316,2351,2680,2006-11-18,L - Joe Stevenson,2007-04-05,L - Kenny Florian,NA,NA
Pat Miletich,1968-03-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,United States,male,"middleweight, welterweight",16,16,-1,16,10,8,2 KO 3 Sub 3 Dec,2,1 KO 1 Sub 0 Dec,-1,7,0,3,2316,2561,2351,1998-03-13,W - Townsend Saunders,2002-03-22,L - Matt Lindland,NA,NA
Guy Mezger,1968-01-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,"middleweight, lightweight",16,16,-1,16,5,4,2 KO 1 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,-1,4,0,4.8,2457,2461,2164,1994-12-16,W - Jason Fairn,1999-03-05,L - Tito Ortiz,NA,NA
Dave Menne,1974-07-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"welterweight, middleweight",16,16,-1,16,6,2,0 KO 0 Sub 2 Dec,4,3 KO 0 Sub 1 Dec,-4,2,0,4.5,2443,2668,2483,2000-03-10,W - Fabiano Iha,2006-12-13,L - Luigi Fioravanti,NA,NA
Gan McGee,1976-11-20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,16,16,4,2,2 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-1,2,0,4.2,2370,2736,2638,2000-11-17,L - Josh Barnett,2003-09-26,L - Tim Sylvia,NA,NA
Terry Martin,1980-10-10,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,United States,male,middleweight,16,16,16,16,6,2,2 KO 0 Sub 0 Dec,4,3 KO 0 Sub 1 Dec,-2,2,1,5.7,2258,2771,2535,2005-08-20,L - James Irvin,2008-02-02,L - Marvin Eastman,NA,NA
Rob MacDonald,1978-09-05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,light heavyweight,16,16,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-1,1,1,5.3,2259,2347,2420,2006-03-04,L - Jason Lambert,2006-08-26,L - Eric Schafer,NA,NA
Travis Lutter,1973-05-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,6,2,1 KO 1 Sub 0 Dec,4,1 KO 2 Sub 1 Dec,-2,1,1,3.8,2749,2836,2726,2004-10-22,W - Marvin Eastman,2008-04-19,L - Rich Franklin,NA,NA
Hector Lombard,1978-02-02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Cuba,male,middleweight,16,16,5,16,12,3,2 KO 0 Sub 1 Dec,8,3 KO 0 Sub 4 Dec,-6,2,0,4.8,2567,3158,2903,2012-07-21,L - Tim Boetsch,2018-09-22,L - Thales Leites,NA,NA
Kimo Leopoldo,1968-01-04,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,6,2,1 KO 1 Sub 0 Dec,4,1 KO 2 Sub 1 Dec,-1,1,0,3.2,2134,2499,2441,1994-09-09,L - Royce Gracie,2004-06-19,L - Ken Shamrock,NA,NA
Jason Lambert,1977-09-23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,"middleweight, light heavyweight",16,16,16,16,8,4,3 KO 1 Sub 0 Dec,4,3 KO 1 Sub 0 Dec,-3,3,2,6.5,2387,2840,2580,2006-03-04,W - Rob MacDonald,2008-09-06,L - Jason MacDonald,NA,NA
Yuki Kondo,1975-07-17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Japan,male,"light heavyweight, middleweight",16,16,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,1,0,4,2122,2300,2490,2000-09-22,W - Alexandre Dantas,2001-06-29,L - Vladimir Matyushenko,NA,NA
Mark Kerr,1968-12-21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,United States,male,heavyweight,16,16,-1,16,4,4,2 KO 2 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,4,4,0,5,2191,2613,2156,1997-07-27,W - Moti Horenstein,1997-10-17,W - Dwayne Cason,NA,NA
Kevin Jordan,1970-12-31,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,0,3.5,2092,2382,2566,2005-06-04,L - Paul Buentello,2005-11-19,L - Gabriel Gonzaga,NA,NA
Kevin Jackson,1964-11-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"light heavyweight, middleweight",16,16,-1,16,4,2,1 KO 1 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,2,0,3.2,2314,2365,2269,1997-07-27,W - Todd Butler,1998-03-13,L - Jerry Bohlander,NA,NA
Eugene Jackson,1966-09-23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,United States,male,middleweight,16,16,16,16,7,3,2 KO 1 Sub 0 Dec,4,1 KO 3 Sub 0 Dec,-1,2,0,4.9,2401,2484,2288,1999-07-16,W - Royce Alger,2002-07-13,L - Mark Weir,NA,NA
Enson Inoue,1967-04-15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,16,16,16,1,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,3,2219,2280,2100,1997-05-30,W - Royce Alger,1997-05-30,W - Royce Alger,NA,NA
Brad Imes,1977-03-13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,United States,male,heavyweight,16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,-3,-1,1,5,2401,2583,2627,2005-11-05,L - Rashad Evans,2007-04-07,L - Heath Herring,NA,NA
Harold Howard,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,openweight,16,16,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,1,0,4,2100,2200,2100,1994-09-09,W - Roland Payne,1995-09-08,L - Mark Hall,NA,NA
Jeremy Horn,1975-08-25,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,United States,male,middleweight,16,16,16,16,13,6,2 KO 3 Sub 1 Dec,7,1 KO 5 Sub 1 Dec,-3,4,0,4.2,2468,2854,2474,1998-05-15,L - Frank Shamrock,2009-01-17,L - Rousimar Palhares,NA,NA
Sam Hoger,1980-06-28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,5,2,0 KO 1 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,-2,1,0,4.6,2339,2474,2544,2005-04-09,W - Bobby Southworth,2007-02-03,L - Lyoto Machida,NA,NA
Branden Lee Hinkle,1973-07-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"light heavyweight, heavyweight",16,16,16,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,1,0,5.7,2481,2628,2591,2005-10-07,W - Sean Gannon,2006-06-28,L - Jason Lambert,NA,NA
Josh Hendricks,1976-08-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,4,2102,2500,2707,2008-11-15,L - Gabriel Gonzaga,2008-11-15,L - Gabriel Gonzaga,NA,NA
David Heath,1976-02-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,light heavyweight,16,16,16,16,5,2,0 KO 1 Sub 1 Dec,3,1 KO 1 Sub 1 Dec,-3,2,0,6.6,2486,2673,2595,2006-08-26,W - Cory Walmsley,2008-02-02,L - Tim Boetsch,NA,NA
Josh Haynes,1977-07-30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"welterweight, middleweight, light heavyweight",16,16,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,-3,-1,0,6,2220,2313,2506,2006-06-24,L - Michael Bisping,2007-04-07,L - Luke Cummo,NA,NA
Keith Hackney,1958-04-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,openweight,16,16,16,16,4,2,1 KO 1 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,-2,2,0,4,2293,2348,2340,1994-09-09,W - Emmanuel Yarbrough,1995-12-16,L - Marco Ruas,NA,NA
Roger Gracie,1981-09-26,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Brazil,male,middleweight,16,16,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,-1,-1,0,3,2821,2709,2871,2013-07-06,L - Tim Kennedy,2013-07-06,L - Tim Kennedy,NA,NA
