fighter_name,country,date_of_birth,gender,weightclass,peak,peak p4p,bouts,wins,win_type,losses,loss_type,win_pct,best streak,last streak,bonus,peak elo,debut,debut_result,prev_bout,prev_result
Nate Marquardt,🇺🇸,1979-04-20,male,"welterweight, middleweight",16,16,25,13,6 KO 3 Sub 4 Dec,12,5 KO 0 Sub 7 Dec,0.52,4,-3,4,3061,2005-08-06,W - Ivan Salaverry,2017-11-11,L - Cezar Ferreira
Demian Maia,🇧🇷,1977-11-06,male,"welterweight, middleweight",1,16,33,22,1 KO 11 Sub 10 Dec,11,2 KO 0 Sub 9 Dec,0.6666666666666666,7,-2,8,3330,2007-10-20,W - Ryan Jensen,2021-06-12,L - Belal Muhammad
Katsunori Kikuno,🇯🇵,1981-10-30,male,"featherweight, lightweight",16,16,5,2,0 KO 1 Sub 1 Dec,3,3 KO 0 Sub 0 Dec,0.4,1,-2,0,2559,2014-01-04,W - Quinn Mulhern,2015-09-26,L - Diego Brandao
Jay Hieron,🇺🇸,1976-07-29,male,welterweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,3 KO 0 Sub 1 Dec,0,-1,-4,0,2824,2004-06-19,L - Georges St-Pierre,2013-02-02,L - Tyron Woodley
Paul Daley,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1983-02-21,male,welterweight,16,16,3,2,2 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0.6666666666666666,2,-1,1,2920,2009-09-19,W - Martin Kampmann,2010-05-08,L - Josh Koscheck
Paul Buentello,🇺🇸,1974-01-16,male,heavyweight,16,16,6,3,2 KO 1 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,0.5,2,-2,0,2762,2005-02-05,W - Justin Eilers,2010-03-21,L - Cheick Kongo
Tim Sylvia,🇺🇸,1974-03-05,male,heavyweight,-1,16,13,9,5 KO 0 Sub 4 Dec,4,0 KO 3 Sub 1 Dec,0.6923076923076923,5,-1,1,3056,2002-09-27,W - Wesley Correira,2008-02-02,L - Antonio Rodrigo Nogueira
Shayna Baszler,🇺🇸,1980-08-08,female,women's bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2304,2014-08-30,L - Bethe Correia,2015-03-21,L - Amanda Nunes
Sarah Kaufman,🇨🇦,1985-09-20,female,"women's bantamweight, women's bantamweight",2,16,4,1,0 KO 0 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,0.25,1,-2,0,2660,2013-10-19,NC - Jessica Eye,2015-12-19,L - Valentina Shevchenko
Tim Kennedy,🇺🇸,1979-09-01,male,middleweight,5,16,5,3,1 KO 0 Sub 2 Dec,2,2 KO 0 Sub 0 Dec,0.6,3,-2,2,3109,2013-07-06,W - Roger Gracie,2016-12-10,L - Kelvin Gastelum
Nick Thompson,🇺🇸,1981-06-23,male,welterweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 1 Sub 0 Dec,0.5,1,-1,0,2706,2005-11-19,W - Keith Wisniewski,2006-04-15,L - Karo Parisyan
Mike Kyle,🇺🇸,1980-03-31,male,heavyweight,16,16,3,2,2 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0.6666666666666666,1,1,0,2574,2004-04-02,W - Wes Sims,2005-02-05,W - James Irvin
Brian Bowles,🇺🇸,1980-06-22,male,bantamweight,6,16,4,2,0 KO 1 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,0.5,2,-2,1,2808,2011-03-03,W - Damacio Page,2013-05-25,L - George Roop
Mike Brown,🇺🇸,1975-09-08,male,"featherweight, lightweight",16,16,6,2,0 KO 0 Sub 2 Dec,4,1 KO 1 Sub 2 Dec,0.3333333333333333,2,-1,0,2690,2004-04-02,L - Genki Sudo,2013-08-17,L - Steven Siler
Tomasz Drwal,🇵🇱,1982-01-22,male,"middleweight, light heavyweight",16,16,6,3,2 KO 1 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,0.5,3,-2,0,2741,2007-09-08,L - Thiago Silva,2010-09-15,L - David Branch
Mike Ciesnolevicz,🇺🇸,1979-10-28,male,heavyweight,16,16,2,1,0 KO 1 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0.5,1,-1,0,2572,2009-02-21,W - Neil Grove,2009-06-20,L - Tomasz Drwal
Kazuhiro Nakamura,🇯🇵,1979-07-16,male,light heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2670,2007-09-22,L - Lyoto Machida,2008-05-24,L - Rameau Thierry Sokoudjou
Mizuto Hirota,🇯🇵,1981-05-05,male,"featherweight, lightweight",16,16,7,1,0 KO 0 Sub 1 Dec,5,0 KO 0 Sub 5 Dec,0.14285714285714285,1,-3,0,2558,2013-03-02,L - Rani Yahya,2018-12-01,L - Christos Giagos
Mike Pyle,🇺🇸,1975-09-18,male,welterweight,12,16,19,10,5 KO 2 Sub 3 Dec,9,7 KO 1 Sub 1 Dec,0.5263157894736842,4,-3,2,2970,2009-05-23,L - Brock Larson,2018-03-03,L - Zak Ottow
Mirko Filipovic,🇭🇷,1974-09-10,male,heavyweight,15,16,11,5,4 KO 1 Sub 0 Dec,6,4 KO 1 Sub 1 Dec,0.45454545454545453,2,1,2,3160,2007-02-03,W - Eddie Sanchez,2015-04-11,W - Gabriel Gonzaga
Charlie Valencia,🇺🇸,1974-10-31,male,bantamweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2345,2011-04-30,L - Ivan Menjivar,2011-04-30,L - Ivan Menjivar
Scott Jorgensen,🇺🇸,1982-09-17,male,"flyweight, bantamweight",7,16,12,4,1 KO 1 Sub 2 Dec,8,2 KO 3 Sub 3 Dec,0.3333333333333333,2,-3,4,2810,2011-06-04,W - Ken Stone,2015-11-21,L - Alejandro Perez
Antonio Banuelos,🇺🇸,1979-09-23,male,bantamweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2520,2011-02-05,L - Miguel Torres,2011-02-05,L - Miguel Torres
James Krause,🇺🇸,1986-06-04,male,"lightweight, welterweight, middleweight",16,16,13,9,3 KO 2 Sub 4 Dec,4,1 KO 0 Sub 3 Dec,0.6923076923076923,6,1,4,2997,2013-06-15,W - Sam Stout,2020-10-17,W - Claudio Silva
Tyron Woodley,🇺🇸,1982-04-17,male,welterweight,-1,6,16,9,5 KO 1 Sub 3 Dec,6,1 KO 1 Sub 4 Dec,0.5625,3,-4,6,3487,2013-02-02,W - Jay Hieron,2021-03-27,L - Vicente Luque
Mike Whitehead,🇺🇸,1981-06-29,male,light heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2398,2006-02-04,L - Keith Jardine,2006-02-04,L - Keith Jardine
Kevin Randleman,🇺🇸,1971-08-10,male,"heavyweight, light heavyweight",-1,16,7,4,0 KO 0 Sub 4 Dec,3,2 KO 0 Sub 1 Dec,0.5714285714285714,2,1,0,2667,1999-03-05,W - Maurice Smith,2002-01-11,W - Renato Sobral
Mark Hunt,🇦🇺 🇼🇸,1974-03-23,male,heavyweight,4,16,18,8,7 KO 0 Sub 1 Dec,8,4 KO 2 Sub 2 Dec,0.4444444444444444,4,-3,7,3095,2010-09-25,L - Sean McCorkle,2018-12-01,L - Justin Willis
George Sotiropoulos,🇦🇺,1977-07-09,male,"lightweight, welterweight",16,16,11,7,1 KO 4 Sub 2 Dec,4,2 KO 0 Sub 2 Dec,0.6363636363636364,7,-4,2,2996,2007-12-08,W - Billy Miles,2013-10-19,L - KJ Noons
Jared Hamman,🇺🇸,1982-03-07,male,"middleweight, light heavyweight",16,16,7,2,1 KO 0 Sub 1 Dec,5,3 KO 1 Sub 1 Dec,0.2857142857142857,1,-3,2,2568,2009-11-14,L - Alexander Gustafsson,2013-08-31,L - Magnus Cedenblad
Evan Dunham,🇺🇸,1981-12-18,male,lightweight,12,16,21,11,2 KO 1 Sub 8 Dec,9,4 KO 2 Sub 3 Dec,0.5238095238095238,4,-3,5,2990,2009-02-21,W - Per Eklund,2020-06-06,L - Herbert Burns
Matt Veach,🇺🇸,1981-05-31,male,"lightweight, welterweight",16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0.3333333333333333,1,-2,1,2603,2009-02-07,W - Matt Grice,2010-04-10,L - Paul Kelly
Aaron Riley,🇺🇸,1980-12-09,male,"lightweight, welterweight",16,16,9,3,0 KO 0 Sub 3 Dec,6,4 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,1,2598,2002-05-10,L - Robbie Lawler,2013-07-27,L - Justin Salas
Shane Nelson,🇺🇸,1983-11-30,male,lightweight,16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.5,2,-2,0,2585,2008-12-13,W - George Roop,2009-12-12,L - Matt Wiman
Jose Aldo,🇧🇷,1986-09-09,male,"bantamweight, featherweight",-1,1,23,14,4 KO 0 Sub 10 Dec,9,4 KO 0 Sub 5 Dec,0.6086956521739131,7,-2,6,3366,2011-04-30,W - Mark Hominick,2025-05-10,L - Aiemann Zahabi
Aaron Rosa,🇺🇸,1983-05-28,male,"light heavyweight, heavyweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,2 KO 0 Sub 0 Dec,0.3333333333333333,1,-1,0,2605,2011-06-11,L - Joey Beltran,2012-03-02,L - James Te Huna
Maximo Blanco,🇻🇪,1983-10-16,male,featherweight,16,16,9,4,1 KO 0 Sub 3 Dec,5,0 KO 2 Sub 2 Dec,0.4444444444444444,3,-2,0,2769,2012-04-21,L - Marcus Brimage,2016-09-17,L - Chas Skelly
Ronaldo Souza,🇧🇷,1979-12-07,male,"middleweight, light heavyweight",1,16,16,9,4 KO 4 Sub 1 Dec,7,2 KO 1 Sub 4 Dec,0.5625,5,-4,7,3325,2013-05-18,W - Chris Camozzi,2021-05-15,L - Andre Muniz
Jason Miller,🇺🇸,1980-12-24,male,"welterweight, middleweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0,-1,-3,0,2642,2005-04-16,L - Georges St-Pierre,2012-05-26,L - C.B. Dollaway
Stanislav Nedkov,🇧🇬,1981-12-09,male,"middleweight, light heavyweight",16,16,4,1,1 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0.25,1,-2,1,2691,2011-08-27,W - Luiz Cane,2015-01-24,L - Nikita Krylov
Travis Wiuff,🇺🇸,1978-03-15,male,"light heavyweight, heavyweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0,-1,-2,0,2715,2002-11-22,L - Vladimir Matyushenko,2005-04-16,L - Renato Sobral
Chael Sonnen,🇺🇸,1977-04-03,male,"middleweight, light heavyweight",6,16,14,7,0 KO 2 Sub 5 Dec,7,3 KO 4 Sub 0 Dec,0.5,3,-1,3,3199,2005-10-07,L - Renato Sobral,2013-11-16,L - Rashad Evans
Wilson Gouveia,🇧🇷,1978-03-10,male,"middleweight, light heavyweight",16,16,10,6,1 KO 5 Sub 0 Dec,4,3 KO 0 Sub 1 Dec,0.6,4,-2,4,2778,2006-06-24,L - Keith Jardine,2009-12-12,L - Alan Belcher
Rob Emerson,🇺🇸,1981-07-30,male,lightweight,16,16,7,3,1 KO 0 Sub 2 Dec,3,0 KO 1 Sub 2 Dec,0.42857142857142855,2,-1,2,2454,2007-06-23,NC - Gray Maynard,2010-03-31,L - Nik Lentz
David Baron,🇫🇷,1973-02-15,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2551,2008-10-18,L - Jim Miller,2008-10-18,L - Jim Miller
Shannon Gugerty,🇺🇸,1981-12-30,male,lightweight,16,16,5,2,0 KO 2 Sub 0 Dec,3,0 KO 3 Sub 0 Dec,0.4,1,-2,0,2654,2008-07-19,W - Dale Hartt,2010-03-21,L - Clay Guida
Matt Grice,🇺🇸,1981-07-29,male,"featherweight, lightweight",16,16,7,2,0 KO 0 Sub 2 Dec,5,2 KO 2 Sub 1 Dec,0.2857142857142857,1,-1,2,2495,2007-04-21,L - Terry Etim,2013-02-23,L - Dennis Bermudez
Mac Danzig,🇺🇸,1980-01-02,male,"lightweight, welterweight",16,16,13,5,1 KO 2 Sub 2 Dec,8,1 KO 2 Sub 5 Dec,0.38461538461538464,2,-3,4,2821,2007-12-08,W - Thomas Speer,2013-12-14,L - Joe Lauzon
Dong Hyun Kim,🇰🇷,1981-11-17,male,welterweight,6,16,18,13,4 KO 1 Sub 8 Dec,4,3 KO 0 Sub 1 Dec,0.7222222222222222,4,-1,2,3085,2008-05-24,W - Jason Tan,2017-06-17,L - Colby Covington
Jonathan Goulet,🇨🇦,1979-07-13,male,welterweight,16,16,9,4,2 KO 1 Sub 1 Dec,5,3 KO 2 Sub 0 Dec,0.4444444444444444,2,-2,2,2788,2005-10-03,W - Jay Hieron,2010-05-08,L - Marcus Davis
Tom Lawlor,🇺🇸,1983-05-15,male,"middleweight, light heavyweight",15,16,11,6,2 KO 2 Sub 2 Dec,5,0 KO 2 Sub 3 Dec,0.5454545454545454,2,-1,4,2811,2008-12-13,W - Kyle Kingsbury,2016-03-05,L - Corey Anderson
C.B. Dollaway,🇺🇸,1983-08-10,male,"middleweight, light heavyweight",9,16,20,11,2 KO 2 Sub 6 Dec,9,5 KO 2 Sub 2 Dec,0.55,3,-1,4,2930,2008-06-21,L - Amir Sadollah,2018-09-15,L - Khalid Murtazaliev
Jake O'Brien,🇺🇸,1984-09-25,male,"light heavyweight, heavyweight",16,16,7,4,1 KO 0 Sub 3 Dec,3,2 KO 1 Sub 0 Dec,0.5714285714285714,3,-1,0,2707,2006-08-17,W - Kristof Midoux,2009-07-11,L - Jon Jones
Jon Jones,🇺🇸,1987-07-19,male,"light heavyweight, heavyweight, bantamweight",-1,1,24,22,6 KO 6 Sub 10 Dec,1,0 KO 0 Sub 0 Dec,0.9166666666666666,13,6,9,3662,2008-08-09,W - Andre Gusmao,2024-11-16,W - Stipe Miocic
Stephan Bonnar,🇺🇸,1977-04-04,male,light heavyweight,16,16,15,8,2 KO 2 Sub 4 Dec,7,2 KO 0 Sub 5 Dec,0.5333333333333333,3,-1,1,2772,2005-04-09,L - Forrest Griffin,2012-10-13,L - Anderson Silva
Paulo Thiago,🇧🇷,1981-01-25,male,welterweight,16,16,13,5,1 KO 1 Sub 3 Dec,8,1 KO 1 Sub 6 Dec,0.38461538461538464,2,-3,3,2919,2009-02-21,W - Josh Koscheck,2014-09-13,L - Sean Spencer
Jon Fitch,🇺🇸,1978-02-24,male,"welterweight, middleweight",9,16,18,14,1 KO 3 Sub 10 Dec,3,1 KO 0 Sub 2 Dec,0.7777777777777778,8,-1,2,3168,2005-10-03,W - Brock Larson,2013-02-02,L - Demian Maia
Yoshihiro Akiyama,🇯🇵,1975-07-29,male,"welterweight, middleweight",16,16,7,2,0 KO 0 Sub 2 Dec,5,1 KO 1 Sub 3 Dec,0.2857142857142857,1,-1,3,2894,2009-07-11,W - Alan Belcher,2015-11-28,L - Alberto Mina
Michael Bisping,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1979-02-28,male,"middleweight, light heavyweight",-1,9,29,20,10 KO 0 Sub 10 Dec,9,3 KO 2 Sub 4 Dec,0.6896551724137931,5,-2,7,3386,2006-06-24,W - Josh Haynes,2017-11-25,L - Kelvin Gastelum
Justin McCully,🇺🇸,1976-02-18,male,heavyweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,0.5,1,-1,0,2557,2007-04-05,W - Antoni Hardonk,2009-08-29,L - Mike Russow
Junior dos Santos,🇧🇷,1984-01-30,male,heavyweight,-1,16,23,15,9 KO 1 Sub 5 Dec,8,7 KO 0 Sub 1 Dec,0.6521739130434783,9,-4,6,3316,2008-10-25,W - Fabricio Werdum,2020-12-12,L - Ciryl Gane
Danillo Villefort,🇧🇷,1983-08-05,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2454,2009-08-08,L - Jesse Lennox,2009-08-08,L - Jesse Lennox
Jesse Lennox,🇺🇸,1982-03-10,male,welterweight,16,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0.3333333333333333,1,-2,0,2674,2009-08-08,W - Danillo Villefort,2010-06-12,L - Mike Pyle
Matt Riddle,🇺🇸,1986-01-14,male,"welterweight, middleweight",16,16,12,7,1 KO 0 Sub 5 Dec,3,1 KO 0 Sub 2 Dec,0.5833333333333334,3,0,1,2698,2008-06-21,W - Dante Rivera,2013-02-16,NC - Che Mills
Dan Cramer,🇺🇸,1985-10-31,male,welterweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.5,1,-1,0,2372,2009-01-31,W - Matt Arroyo,2009-08-08,L - Matt Riddle
Brandon Vera,🇺🇸,1977-10-10,male,"light heavyweight, heavyweight",16,16,16,8,4 KO 1 Sub 3 Dec,7,4 KO 0 Sub 3 Dec,0.5,4,-2,0,2816,2005-10-03,W - Fabiano Scherner,2013-08-31,L - Ben Rothwell
Kurt Pellegrino,🇺🇸,1979-05-07,male,"lightweight, welterweight",16,16,12,7,1 KO 4 Sub 2 Dec,5,0 KO 2 Sub 3 Dec,0.5833333333333334,4,-2,2,2854,2006-07-08,L - Drew Fickett,2011-03-19,L - Gleison Tibau
Josh Neer,🇺🇸,1983-03-24,male,"lightweight, welterweight",16,16,15,6,1 KO 3 Sub 2 Dec,9,2 KO 2 Sub 5 Dec,0.4,2,-3,3,2794,2005-08-06,L - Drew Fickett,2013-02-23,L - Court McGee
Norifumi Yamamoto,🇯🇵,1977-03-15,male,bantamweight,16,16,4,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,0,0,0,0,2560,2011-02-05,L - Demetrious Johnson,2015-02-28,NC - Roman Salazar
Rodrigo Damm,🇧🇷,1980-02-03,male,"featherweight, lightweight",16,16,7,3,0 KO 1 Sub 2 Dec,4,1 KO 0 Sub 3 Dec,0.42857142857142855,2,-3,1,2720,2012-06-23,W - Anistavio Medeiros,2015-01-03,L - Evan Dunham
Thiago Alves,🇧🇷,1983-10-03,male,welterweight,11,16,27,15,8 KO 1 Sub 6 Dec,12,3 KO 3 Sub 6 Dec,0.5555555555555556,7,-2,4,3143,2005-10-03,L - Spencer Fisher,2019-12-07,L - Tim Means
Frank Mir,🇺🇸,1979-05-24,male,heavyweight,-1,16,27,16,5 KO 8 Sub 2 Dec,11,8 KO 0 Sub 3 Dec,0.5925925925925926,4,-2,4,3039,2001-11-02,W - Roberto Traven,2016-03-19,L - Mark Hunt
Brock Lesnar,🇺🇸,1977-07-12,male,heavyweight,-1,16,8,4,2 KO 1 Sub 1 Dec,3,2 KO 1 Sub 0 Dec,0.5,4,0,1,2918,2008-02-02,L - Frank Mir,2016-07-09,NC - Mark Hunt
Tatsuya Kawajiri,🇯🇵,1978-05-08,male,featherweight,12,16,6,3,0 KO 1 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,0.5,2,-2,1,2969,2014-01-04,W - Sean Soriano,2016-08-06,L - Cub Swanson
Manny Gamburyan,🇦🇲 🇺🇸,1981-05-08,male,"bantamweight, featherweight, lightweight",16,16,15,6,0 KO 3 Sub 3 Dec,8,3 KO 1 Sub 4 Dec,0.4,2,-2,0,2789,2007-06-23,L - Nate Diaz,2016-11-20,L - Johnny Eduardo
Richard Crunkilton,🇺🇸,1979-11-25,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2488,2003-04-25,L - Hermes Franca,2003-04-25,L - Hermes Franca
Donald Cerrone,🇺🇸,1983-03-29,male,"lightweight, welterweight",2,16,38,23,10 KO 6 Sub 7 Dec,14,8 KO 1 Sub 5 Dec,0.6052631578947368,8,-2,18,3331,2011-02-05,W - Paul Kelly,2022-07-02,L - Jim Miller
Josh Grispi,🇺🇸,1988-10-14,male,featherweight,16,16,4,0,0 KO 0 Sub 0 Dec,4,1 KO 1 Sub 2 Dec,0,-1,-4,0,2678,2011-01-01,L - Dustin Poirier,2013-02-16,L - Andy Ogle
Jens Pulver,🇺🇸,1974-12-06,male,"bantamweight, lightweight",-1,16,9,6,2 KO 0 Sub 4 Dec,2,1 KO 1 Sub 0 Dec,0.6666666666666666,6,-2,0,2694,1999-09-24,D - Alfonso Alcarez,2007-06-23,L - BJ Penn
Jake Rosholt,🇺🇸,1982-09-02,male,middleweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0.3333333333333333,1,-1,1,2542,2009-02-07,L - Dan Miller,2009-11-21,L - Kendall Grove
Chris Leben,🇺🇸,1980-07-21,male,middleweight,16,16,22,12,7 KO 2 Sub 3 Dec,10,4 KO 2 Sub 4 Dec,0.5454545454545454,5,-4,5,2825,2005-04-09,W - Jason Thacker,2013-12-28,L - Uriah Hall
Tamdan McCrory,🇺🇸,1986-11-05,male,"welterweight, middleweight",16,16,9,4,0 KO 3 Sub 1 Dec,5,2 KO 2 Sub 1 Dec,0.4444444444444444,1,-2,0,2947,2007-06-12,W - Pete Spratt,2016-10-01,L - Nate Marquardt
John Howard,🇺🇸,1983-03-01,male,"welterweight, middleweight",16,16,14,7,2 KO 0 Sub 5 Dec,7,3 KO 0 Sub 4 Dec,0.5,4,-1,2,2898,2009-01-31,W - Chris Wilson,2015-12-10,L - Tim Means
Johny Hendricks,🇺🇸,1983-09-12,male,"welterweight, middleweight",-1,8,21,13,5 KO 0 Sub 8 Dec,8,3 KO 0 Sub 5 Dec,0.6190476190476191,6,-2,6,3316,2009-08-08,W - Amir Sadollah,2017-11-04,L - Paulo Costa
Amir Sadollah,🇺🇸,1980-08-27,male,"welterweight, middleweight",16,16,11,6,0 KO 2 Sub 4 Dec,5,1 KO 0 Sub 4 Dec,0.5454545454545454,2,-2,0,2745,2008-06-21,W - C.B. Dollaway,2014-09-20,L - Yoshihiro Akiyama
Riki Fukuda,🇯🇵,1981-01-06,male,middleweight,16,16,5,2,0 KO 0 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,0.4,1,-1,0,2547,2011-02-26,L - Nick Ring,2013-03-02,L - Brad Tavares
Phil Baroni,🇺🇸,1976-04-16,male,"welterweight, middleweight",16,16,10,3,2 KO 0 Sub 1 Dec,7,2 KO 1 Sub 4 Dec,0.3,2,-6,0,2576,2001-02-23,W - Curtis Stout,2011-01-01,L - Brad Tavares
Rafael Cavalcante,🇧🇷,1981-01-11,male,light heavyweight,9,16,5,1,0 KO 1 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,0.2,1,-3,1,2727,2013-06-08,L - Thiago Silva,2016-02-06,L - Ovince Saint Preux
Renato Sobral,🇧🇷,1975-09-07,male,"light heavyweight, heavyweight",16,16,10,6,0 KO 4 Sub 2 Dec,4,3 KO 0 Sub 1 Dec,0.6,3,1,1,2946,2000-11-17,W - Maurice Smith,2007-08-25,W - David Heath
Thiago Tavares,🇧🇷,1984-11-08,male,"featherweight, lightweight",15,16,18,10,1 KO 5 Sub 4 Dec,7,5 KO 0 Sub 2 Dec,0.5555555555555556,2,-1,6,2880,2007-04-05,W - Naoyuki Kotani,2016-07-08,L - Dooho Choi
