fighter_name,country,date_of_birth,gender,weightclass,peak,peak p4p,bouts,wins,win_type,losses,loss_type,win_pct,best streak,last streak,bonus,peak elo,debut,debut_result,prev_bout,prev_result
Mitch Gagnon,🇨🇦,1984-10-10,male,bantamweight,13,16,8,4,0 KO 3 Sub 1 Dec,4,0 KO 2 Sub 2 Dec,0.5,4,-3,2,2798,2012-07-21,L - Bryan Caraway,2019-05-04,L - Cole Smith
Marcus LeVesseur,🇺🇸,1982-07-17,male,lightweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,0.3333333333333333,1,-1,0,2519,2012-05-15,L - Cody McKenzie,2012-12-08,L - Abel Trujillo
Buddy Roberts,🇺🇸,1982-10-17,male,middleweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,0.5,1,-1,0,2587,2012-06-08,W - Caio Magalhaes,2012-08-11,L - Yushin Okami
Alexis Davis,🇨🇦,1984-10-04,female,"women's flyweight, women's bantamweight, women's bantamweight, women's flyweight",2,16,14,8,0 KO 1 Sub 7 Dec,6,1 KO 1 Sub 4 Dec,0.5714285714285714,3,1,0,2858,2013-06-15,W - Rosi Sexton,2022-02-05,W - Julija Stoliarenko
Jorge Lopez,🇺🇸,1988-11-21,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,0,-1,-2,0,2543,2011-09-17,L - Justin Edwards,2012-05-15,L - Amir Sadollah
Fabio Maldonado,🇧🇷,1980-03-17,male,"light heavyweight, heavyweight",12,16,11,5,2 KO 0 Sub 3 Dec,6,2 KO 0 Sub 4 Dec,0.45454545454545453,3,-2,2,2706,2010-10-16,W - James McSweeney,2015-11-07,L - Corey Anderson
Tom Gallicchio,🇺🇸,1986-09-22,male,welterweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2523,2017-07-07,L - James Krause,2017-07-07,L - James Krause
Costas Philippou,🇨🇾,1979-11-29,male,middleweight,5,16,10,6,3 KO 0 Sub 3 Dec,4,1 KO 0 Sub 3 Dec,0.6,5,-1,0,2977,2011-03-19,L - Nick Catone,2015-05-16,L - Gegard Mousasi
Cody Donovan,🇺🇸,1981-02-20,male,light heavyweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,0.25,1,-3,1,2519,2012-12-14,W - Nick Penner,2014-07-19,L - Nikita Krylov
James Head,🇺🇸,1984-02-09,male,"welterweight, middleweight",16,16,5,2,0 KO 1 Sub 1 Dec,3,1 KO 2 Sub 0 Dec,0.4,2,-2,0,2668,2011-06-11,L - Nick Ring,2013-08-28,L - Jason High
Frank Camacho,🇬🇺 🇺🇸,1989-05-18,male,"lightweight, welterweight",16,16,8,2,1 KO 0 Sub 1 Dec,6,3 KO 1 Sub 2 Dec,0.25,1,-3,3,2580,2017-06-17,L - Li Jingliang,2022-05-14,L - Manuel Torres
Jimy Hettes,🇺🇸,1987-06-09,male,featherweight,16,16,6,3,0 KO 2 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,0.5,2,-2,0,2660,2011-08-14,W - Alex Caceres,2015-04-18,L - Diego Brandao
Guangyou Ning,🇨🇳,1981-12-15,male,"bantamweight, featherweight",16,16,4,2,1 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.5,2,-2,0,2531,2014-08-22,W - Jianping Yang,2016-11-26,L - Marlon Vera
Igor Araujo,🇧🇷,1980-12-06,male,welterweight,16,16,4,2,0 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,0.5,2,-2,0,2639,2013-10-09,W - Ildemar Alcantara,2015-07-15,L - Sean Strickland
Luis Ramos,🇧🇷,1981-01-18,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2494,2011-08-27,L - Erick Silva,2012-06-22,L - Matt Brown
Ednaldo Oliveira,🇧🇷,1984-02-19,male,"light heavyweight, heavyweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2391,2012-01-14,L - Gabriel Gonzaga,2013-08-03,L - Francimar Barroso
Bruno Santos,🇧🇷,1987-07-17,male,middleweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-1,0,2608,2013-12-06,L - Krzysztof Jotko,2014-10-04,L - Elias Theodorou
Jeremy Kimball,🇺🇸,1991-03-01,male,light heavyweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,2 KO 1 Sub 0 Dec,0.25,1,-2,1,2676,2017-01-28,L - Marcos Rogerio de Lima,2018-07-22,L - Darko Stosic
Maiquel Falcao,🇧🇷,1981-03-08,male,middleweight,16,16,1,1,0 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,0,2670,2010-11-20,W - Gerald Harris,2010-11-20,W - Gerald Harris
Gokhan Saki,🇳🇱 🇹🇷,1983-10-19,male,light heavyweight,16,16,2,1,1 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0.5,1,-1,1,2361,2017-09-22,W - Luis Henrique da Silva,2018-07-07,L - Khalil Rountree Jr.
Felipe Olivieri,🇧🇷,1986-04-12,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2382,2016-01-30,L - Anthony Rocco Martin,2016-01-30,L - Anthony Rocco Martin
Anton Kuivanen,🇫🇮,1984-05-01,male,lightweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 1 Sub 1 Dec,0.3333333333333333,1,-1,0,2664,2012-02-15,L - Justin Salas,2013-02-23,L - Michael Chiesa
Alexander Yakovlev,🇷🇺,1984-07-18,male,"lightweight, welterweight",16,16,9,3,1 KO 1 Sub 1 Dec,6,0 KO 2 Sub 4 Dec,0.3333333333333333,2,-2,0,2864,2014-05-31,L - Demian Maia,2020-10-24,L - Joel Alvarez
Jim Alers,🇺🇸,1986-10-14,male,featherweight,16,16,4,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,0.25,1,-1,1,2728,2014-04-11,W - Alan Omer,2016-07-23,L - Jason Knight
John Dodson,🇺🇸,1984-09-26,male,"flyweight, bantamweight",1,16,17,10,6 KO 0 Sub 4 Dec,7,0 KO 0 Sub 7 Dec,0.5882352941176471,3,-1,3,3018,2011-12-03,W - TJ Dillashaw,2020-08-15,L - Merab Dvalishvili
Joe Ellenberger,🇺🇸,1985-03-28,male,lightweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,0.5,1,-1,0,2705,2014-06-28,W - James Moontasri,2014-12-13,L - Bryan Barberena
Ramiro Hernandez,🇺🇸,1986-07-22,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2359,2013-09-04,L - Lucas Martins,2014-01-25,L - Hugo Viana
Vaughan Lee,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1982-10-15,male,"flyweight, bantamweight",16,16,8,3,0 KO 1 Sub 2 Dec,5,1 KO 2 Sub 2 Dec,0.375,1,-2,1,2524,2011-11-05,L - Chris Cariaso,2015-07-18,L - Paddy Holohan
Darrell Montague,🇺🇸,1987-11-03,male,flyweight,13,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0,-1,-3,0,2519,2013-10-19,L - John Dodson,2015-07-12,L - Willie Gates
Reuben Duran,🇺🇸,1983-07-02,male,bantamweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-2,1,2520,2011-03-03,L - Takeya Mizugaki,2013-03-16,L - George Roop
Tommy Hayden,🇺🇸,1986-03-11,male,"featherweight, lightweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0,-1,-2,0,2319,2012-01-20,L - Fabricio Camoes,2012-08-11,L - Dennis Bermudez
Isaac Vallie-Flagg,🇺🇸,1978-04-08,male,lightweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,0.25,1,-3,1,2615,2013-02-02,W - Yves Edwards,2014-11-22,L - Matt Wiman
Maxim Grishin,🇷🇺,1984-05-02,male,"light heavyweight, heavyweight",16,16,5,2,1 KO 0 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,0.4,1,-1,0,2856,2020-07-11,L - Marcin Tybura,2023-06-03,L - Philipe Lins
Jared Papazian,🇺🇸,1988-02-01,male,"flyweight, bantamweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 1 Sub 2 Dec,0,-1,-3,1,2553,2012-01-20,L - Mike Easton,2012-12-15,L - Tim Elliott
Tony Ferguson,🇲🇽 🇺🇸,1984-02-12,male,"lightweight, welterweight",0,9,24,15,5 KO 6 Sub 4 Dec,9,2 KO 3 Sub 4 Dec,0.625,12,-8,11,3447,2011-06-04,W - Ramsey Nijem,2024-08-03,L - Michael Chiesa
Cindy Dandois,🇧🇪,1984-10-26,female,women's bantamweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2430,2017-04-22,L - Alexis Davis,2017-04-22,L - Alexis Davis
Jordan Mein,🇨🇦,1989-10-10,male,welterweight,13,16,9,5,2 KO 0 Sub 3 Dec,4,2 KO 0 Sub 2 Dec,0.5555555555555556,2,2,2,2932,2013-03-16,W - Dan Miller,2018-07-28,W - Alex Morono
Hyun Gyu Lim,🇰🇷,1985-01-16,male,welterweight,16,16,7,3,3 KO 0 Sub 0 Dec,4,2 KO 0 Sub 2 Dec,0.42857142857142855,2,-3,2,2772,2013-03-02,W - Marcelo Guimaraes,2017-09-22,L - Daichi Abe
Rashid Magomedov,🇷🇺,1984-05-14,male,lightweight,13,16,6,5,1 KO 0 Sub 4 Dec,1,0 KO 0 Sub 1 Dec,0.8333333333333334,4,1,0,3067,2014-02-01,W - Anthony Rocco Martin,2017-04-15,W - King Green
Tor Troeng,🇸🇪,1983-01-25,male,middleweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,0.25,1,-3,1,2642,2013-04-06,W - Adam Cella,2014-10-03,L - Krzysztof Jotko
Jessica Aguilar,🇲🇽,1982-05-08,female,"women's strawweight, women's strawweight",10,16,5,1,0 KO 0 Sub 1 Dec,4,0 KO 1 Sub 3 Dec,0.2,1,-2,0,2666,2015-08-01,L - Claudia Gadelha,2019-03-30,L - Marina Rodriguez
Angela Magana,🇺🇸,1983-08-02,female,women's strawweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,0,-1,-3,0,2145,2014-12-12,L - Tecia Pennington,2017-12-02,L - Amanda Cooper
Chad Griggs,🇺🇸,1978-05-15,male,"light heavyweight, heavyweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,0,-1,-2,0,2602,2012-04-21,L - Travis Browne,2012-11-17,L - Cyrille Diabate
Caros Fodor,🇺🇸,1984-01-07,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2605,2013-02-23,L - Sam Stout,2013-02-23,L - Sam Stout
Cezar Ferreira,🇧🇷,1985-02-15,male,"welterweight, middleweight",15,16,15,9,0 KO 3 Sub 6 Dec,6,3 KO 0 Sub 3 Dec,0.6,3,-2,1,2967,2012-06-23,W - Sergio Moraes,2019-07-13,L - Marvin Vettori
John Maguire,🇬🇧,1983-05-19,male,"lightweight, welterweight",16,16,5,2,0 KO 1 Sub 1 Dec,3,0 KO 0 Sub 3 Dec,0.4,2,-3,1,2801,2011-11-05,W - Justin Edwards,2013-06-15,L - Mitch Clarke
Ilir Latifi,🇦🇱 🇸🇪,1982-07-28,male,"light heavyweight, heavyweight",3,16,16,9,3 KO 2 Sub 4 Dec,7,3 KO 0 Sub 4 Dec,0.5625,3,-1,1,3058,2013-04-06,L - Gegard Mousasi,2023-05-20,L - Rodrigo Nascimento
Dong Hyun Ma,🇰🇷,1988-09-09,male,"lightweight, welterweight",16,16,8,3,1 KO 0 Sub 2 Dec,5,4 KO 0 Sub 1 Dec,0.375,3,-3,1,2572,2015-11-28,L - Dominique Steele,2019-12-21,L - Omar Morales
Francisco Trinaldo,🇧🇷,1978-08-24,male,"lightweight, welterweight, middleweight",11,16,26,18,5 KO 2 Sub 11 Dec,8,0 KO 2 Sub 6 Dec,0.6923076923076923,7,-1,1,3073,2012-06-23,W - Delson Heleno,2022-10-01,L - Randy Brown
Bojan Mihajlovic,🇷🇸,1980-03-30,male,"light heavyweight, heavyweight",16,16,3,0,0 KO 0 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,0,-1,-3,0,2411,2016-07-23,L - Francis Ngannou,2017-09-02,L - Abdul-Kerim Edilov
Erick Montano,🇲🇽,1985-11-20,male,welterweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,0.3333333333333333,1,-2,0,2643,2015-11-21,W - Enrique Marin,2016-11-05,L - Max Griffin
Ildemar Alcantara,🇧🇷,1982-11-17,male,"welterweight, middleweight, light heavyweight",16,16,7,4,0 KO 1 Sub 3 Dec,3,0 KO 0 Sub 3 Dec,0.5714285714285714,2,-1,1,2687,2013-01-19,W - Wagner Prado,2015-07-15,L - Kevin Casey
Steve Bosse,🇨🇦,1981-07-29,male,"middleweight, light heavyweight",16,16,3,2,1 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,0.6666666666666666,2,2,1,2741,2015-06-27,L - Thiago Santos,2016-06-18,W - Sean O'Connell
Sam Alvey,🇺🇸,1986-05-06,male,"middleweight, light heavyweight",13,16,24,10,5 KO 1 Sub 4 Dec,13,4 KO 2 Sub 7 Dec,0.4166666666666667,4,-4,2,2961,2014-08-16,L - Tom Watson,2022-08-06,L - Michal Oleksiejczuk
Carla Esparza,🇺🇸,1987-10-10,female,"women's strawweight, women's strawweight",-1,3,16,10,1 KO 1 Sub 8 Dec,6,2 KO 1 Sub 3 Dec,0.625,6,-2,3,3033,2014-12-12,W - Rose Namajunas,2024-10-05,L - Tecia Pennington
Brock Jardine,🇨🇦,1985-07-10,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2420,2012-06-22,L - Rick Story,2013-02-23,L - Kenny Robertson
Derrick Krantz,🇺🇸,1988-01-13,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2765,2019-05-18,L - Vicente Luque,2019-08-31,L - Song Kenan
Anthony Smith,🇺🇸,1988-07-26,male,"middleweight, light heavyweight",2,16,25,13,6 KO 5 Sub 2 Dec,12,6 KO 1 Sub 5 Dec,0.52,3,-3,7,3258,2013-06-08,L - Antonio Braga Neto,2025-04-26,L - Zhang Mingyang
Yosdenis Cedeno,🇨🇺 🇺🇸,1985-02-12,male,lightweight,16,16,4,1,1 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,0.25,1,-2,0,2670,2014-02-22,L - Ernest Chavez,2015-07-11,L - Cody Pfister
Steven Siler,🇺🇸,1987-02-15,male,featherweight,16,16,9,5,1 KO 1 Sub 3 Dec,4,1 KO 0 Sub 3 Dec,0.5555555555555556,3,-3,0,2843,2011-12-03,W - Josh Clopton,2014-07-26,L - Noad Lahat
Mike Easton,🇺🇸,1984-01-25,male,bantamweight,6,16,7,3,1 KO 0 Sub 2 Dec,4,0 KO 0 Sub 4 Dec,0.42857142857142855,3,-4,1,2791,2011-10-01,W - Byron Bloodworth,2014-06-14,L - Yves Jabouin
Ryan LaFlare,🇺🇸,1983-10-01,male,welterweight,12,16,10,7,0 KO 0 Sub 7 Dec,3,2 KO 0 Sub 1 Dec,0.7,4,-1,0,3020,2013-04-06,W - Benny Alloway,2018-10-06,L - Anthony Rocco Martin
Wendell Oliveira,🇧🇷,1983-06-01,male,welterweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2416,2014-09-13,L - Santiago Ponzinibbio,2015-05-30,L - Darren Till
Dustin Pague,🇺🇸,1987-08-05,male,bantamweight,16,16,6,1,0 KO 1 Sub 0 Dec,5,2 KO 0 Sub 3 Dec,0.16666666666666666,1,-4,0,2500,2011-12-03,L - John Albert,2013-10-19,L - Kyoji Horiguchi
Marcin Held,🇵🇱,1992-01-18,male,lightweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,1,0,2794,2016-11-05,L - Diego Sanchez,2017-10-21,W - Nasrat Haqparast
Nandor Guelmino,🇦🇹,1975-12-20,male,heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2418,2013-09-21,L - Daniel Omielanczuk,2013-09-21,L - Daniel Omielanczuk
Erick Silva,🇧🇷,1984-06-21,male,welterweight,14,16,15,7,2 KO 5 Sub 0 Dec,8,4 KO 0 Sub 3 Dec,0.4666666666666667,2,-2,7,2859,2011-08-27,W - Luis Ramos,2017-12-16,L - Jordan Mein
Todd Brown,🇺🇸,1976-12-13,male,light heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,-1,-2,0,2469,2010-08-07,L - Tim Boetsch,2011-03-03,L - Igor Pokrajac
Ivan Jorge,🇧🇷,1980-11-11,male,"lightweight, welterweight",16,16,4,2,0 KO 0 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,0.5,1,-1,0,2684,2013-09-04,W - Keith Wisniewski,2015-07-18,L - Joe Duffy
Elvis Mutapcic,🇧🇦 🇺🇸,1986-07-19,male,"middleweight, light heavyweight",16,16,3,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0,0,-1,0,2624,2016-01-17,L - Francimar Barroso,2016-12-03,L - Anthony Smith
Gian Villante,🇺🇸,1985-08-18,male,"light heavyweight, heavyweight",12,16,18,7,4 KO 0 Sub 3 Dec,11,4 KO 1 Sub 6 Dec,0.3888888888888889,2,-4,3,2766,2013-04-27,L - Ovince Saint Preux,2021-11-06,L - Chris Barnett
Yui Chul Nam,🇰🇷,1981-07-13,male,"featherweight, lightweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,1,2630,2014-03-01,W - Kazuki Tokudome,2015-11-28,L - Mike De La Torre
Eric Wisely,🇺🇸,1984-07-25,male,featherweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2432,2012-01-28,L - Charles Oliveira,2012-04-14,L - Jason Young
Chico Camus,🇺🇸,1985-01-26,male,"flyweight, bantamweight",13,16,8,3,0 KO 0 Sub 3 Dec,4,0 KO 1 Sub 3 Dec,0.375,1,-2,0,2684,2012-08-11,W - Dustin Pague,2015-09-26,L - Kyoji Horiguchi
Chris Tickle,🇺🇸,1982-02-01,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2294,2012-06-01,L - Daron Cruickshank,2012-06-01,L - Daron Cruickshank
Diego Brandao,🇧🇷,1987-05-27,male,featherweight,14,16,10,6,2 KO 2 Sub 2 Dec,4,2 KO 1 Sub 1 Dec,0.6,3,-1,3,2745,2011-12-03,W - Dennis Bermudez,2016-01-02,L - Brian Ortega
Aleksei Oleinik,🇷🇺,1977-06-25,male,heavyweight,8,16,17,9,1 KO 7 Sub 1 Dec,8,5 KO 0 Sub 3 Dec,0.5294117647058824,2,-1,6,2989,2014-06-28,W - Anthony Hamilton,2022-10-01,L - Ilir Latifi
Akbarh Arreola,🇲🇽,1983-01-14,male,lightweight,16,16,4,1,0 KO 1 Sub 0 Dec,3,1 KO 0 Sub 2 Dec,0.25,1,-2,0,2552,2014-07-26,L - Tiago Trator,2015-11-14,L - Jake Matthews
Parker Porter,🇺🇸,1985-04-22,male,heavyweight,16,16,8,4,1 KO 0 Sub 3 Dec,4,3 KO 1 Sub 0 Dec,0.5,3,-1,0,2728,2020-08-15,L - Chris Daukaus,2023-08-26,L - Junior Tafa
TJ Waldburger,🇺🇸,1988-04-25,male,welterweight,16,16,8,4,0 KO 3 Sub 1 Dec,4,3 KO 0 Sub 1 Dec,0.5,2,-2,2,2743,2010-09-15,W - David Mitchell,2014-02-22,L - Mike Pyle
Eddie Yagin,🇺🇸,1979-03-23,male,featherweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.5,1,1,1,2559,2011-09-24,L - Junior Assuncao,2012-04-21,W - Mark Hominick
Jeremy Larsen,🇺🇸,1984-05-18,male,lightweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,0,-1,-3,1,2284,2012-06-01,L - Joe Proctor,2013-10-19,L - Andre Fili
Delson Heleno,🇧🇷,1977-11-16,male,middleweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,-1,-1,0,2378,2012-06-23,L - Francisco Trinaldo,2012-06-23,L - Francisco Trinaldo
Ronald Stallings,🇺🇸,1983-02-25,male,middleweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,1 KO 0 Sub 0 Dec,0.3333333333333333,1,-1,0,2547,2015-01-18,L - Uriah Hall,2015-09-05,L - Joe Riggs
Abner Lloveras,🇪🇸,1982-09-04,male,lightweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,0,-1,-1,0,2630,2015-12-11,L - Chris Gruetzemacher,2015-12-11,L - Chris Gruetzemacher
Shunichi Shimizu,🇯🇵,1985-01-31,male,bantamweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2509,2014-01-04,L - Kyung Ho Kang,2014-01-04,L - Kyung Ho Kang
Tom Niinimaki,🇫🇮,1982-07-25,male,featherweight,16,16,4,1,0 KO 0 Sub 1 Dec,3,0 KO 3 Sub 0 Dec,0.25,1,-3,0,2809,2013-11-30,W - Rani Yahya,2014-12-20,L - Renato Moicano
Simeon Thoresen,🇳🇴,1984-03-14,male,welterweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,0.3333333333333333,1,-2,0,2585,2012-04-14,W - Besam Yousef,2013-01-26,L - David Mitchell
Jesse Bongfeldt,🇨🇦,1980-08-28,male,middleweight,16,16,2,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,0,-1,0,2582,2010-12-11,D - Rafael Natal,2011-06-11,L - Chris Weidman
Kyle Watson,🇺🇸,1979-08-09,male,lightweight,16,16,2,1,0 KO 0 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,0.5,1,-1,0,2500,2010-12-04,W - Sako Chivitchian,2011-04-30,L - John Makdessi
Shamil Abdurakhimov,🇷🇺,1981-09-02,male,heavyweight,7,16,11,5,2 KO 0 Sub 3 Dec,6,6 KO 0 Sub 0 Dec,0.45454545454545453,3,-4,0,2961,2015-04-04,L - Tim Johnson,2023-01-21,L - Jailton Almeida
Chris Clements,🇨🇦,1976-02-09,male,welterweight,16,16,5,2,1 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,0.4,1,-1,0,2617,2012-04-21,W - Keith Wisniewski,2015-04-25,L - Nordine Taleb
Alejandro Perez,🇲🇽,1989-09-02,male,"bantamweight, featherweight",12,16,13,8,2 KO 2 Sub 4 Dec,4,1 KO 1 Sub 2 Dec,0.6153846153846154,4,-1,2,2956,2014-11-15,W - Jose Alberto Quinonez,2022-02-26,L - Jonathan Martinez
David Mitchell,🇺🇸,1979-10-24,male,welterweight,16,16,5,1,0 KO 0 Sub 1 Dec,4,1 KO 0 Sub 3 Dec,0.2,1,-2,0,2629,2010-09-15,L - TJ Waldburger,2013-10-09,L - Yan Cabral
Oli Thompson,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1980-01-02,male,heavyweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0,-1,-2,0,2311,2012-03-02,L - Shawn Jordan,2012-08-04,L - Phil De Fries
Bristol Marunde,🇺🇸,1982-04-20,male,"welterweight, middleweight",16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,0,-1,-2,0,2405,2013-04-13,L - Clint Hester,2013-08-03,L - Viscardi Andrade
Jeff Hougland,🇺🇸,1978-08-02,male,bantamweight,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,0,2632,2011-07-02,W - Donny Walker,2012-11-10,L - Takeya Mizugaki
Ian Loveland,🇺🇸,1983-09-07,male,"bantamweight, featherweight",16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,0.3333333333333333,1,-2,0,2583,2010-12-04,W - Tyler Toner,2011-08-27,L - Yves Jabouin
Michael McDonald,🇺🇸,1991-01-15,male,bantamweight,2,16,9,6,2 KO 2 Sub 2 Dec,3,1 KO 2 Sub 0 Dec,0.6666666666666666,4,-1,5,2875,2011-03-26,W - Edwin Figueroa,2016-07-13,L - John Lineker
Antonio Carvalho,🇨🇦,1979-05-30,male,featherweight,16,16,4,2,1 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,0.5,2,-1,0,2630,2012-01-14,L - Felipe Arantes,2013-03-16,L - Darren Elkins
Donny Walker,🇺🇸,1980-01-04,male,bantamweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2442,2011-07-02,L - Jeff Hougland,2011-09-17,L - Ken Stone
Reza Madadi,🇮🇷 🇸🇪,1980-06-20,male,lightweight,16,16,7,3,1 KO 2 Sub 0 Dec,4,0 KO 0 Sub 4 Dec,0.42857142857142855,1,-2,1,2728,2012-04-14,W - Yoislandy Izquierdo,2017-05-28,L - Joaquim Silva
Tom Blackledge,🇬🇧 🏴󠁧󠁢󠁥󠁮󠁧󠁿,NA,male,light heavyweight,16,16,1,0,0 KO 0 Sub 0 Dec,1,0 KO 1 Sub 0 Dec,0,-1,-1,0,2373,2011-02-26,L - Anthony Perosh,2011-02-26,L - Anthony Perosh
Pat Audinwood,🇺🇸,1986-04-16,male,lightweight,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,0,-1,-2,0,2428,2010-09-25,L - Thiago Tavares,2010-12-11,L - John Makdessi
Sean McCorkle,🇺🇸,1976-07-17,male,heavyweight,16,16,3,1,0 KO 1 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,0.3333333333333333,1,-2,0,2642,2010-09-25,W - Mark Hunt,2011-03-26,L - Christian Morecraft
Aisling Daly,🇮🇪,1987-12-24,female,"women's strawweight, women's strawweight",9,16,3,2,0 KO 1 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,0.6666666666666666,1,1,0,2500,2014-12-12,W - Alex Chambers,2015-10-24,W - Ericka Almeida
Damian Grabowski,🇵🇱,1980-05-12,male,heavyweight,16,16,3,0,0 KO 0 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,0,-1,-3,0,2647,2016-02-06,L - Derrick Lewis,2017-07-22,L - Chase Sherman
